col_oslnp,col_29p4d,col_4bzl7,col_g4elm,col_0l637,col_3zius,col_k7ayf,col_eph8l,col_9t29s,col_4gmox,col_l4kuj,col_lyhls,col_ky2iy,col_gkyng,col_q01lh,col_fe2jd,col_b0oll,col_dwe97,col_q9rrk,col_mkc8l,col_sxciu,col_ahvgp,col_2me64,col_eo0va,col_6v7c9,col_md150,col_grbeg,col_jleb4,col_hc7wj,col_eun3m,col_m74pu,col_ghi4z,col_y88mx,col_wv5nq,col_ur3w6,col_dyf88,col_i6wfm,col_riwps,col_rj5ld,col_be67j,col_0jjaa,target
49.0,105.0,50.0,4.1,7.7,242.0,1.95867768595041,0.89,0.356,0.0,1.5,1.0,0.804,195.0,71.2,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,0,0.0,0,0,0.0,0,1,0,0
45.0,144.0,18.0,3.2,3.2,342.0,1.204225352112676,0.72,0.343,0.0,1.5,1.0,1.89,317.0,68.6,0,0,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0.0,1,0.125,1,0,0.0,0,1,0,0
39.0,120.0,15.0,5.8,9.8,664.0,2.32262569832402,0.07,0.304,0.0,1.5,1.0,0.032,300.0,60.8,0,0,0,0,0,0,1,0,0.4623430962343096,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,1,1.0,0,0,0,0
51.0,222.0,22.0,8.8,49.0,349.0,1.38492063492064,5.25,1.255,0.0,1.0,1.0,1.89,317.0,292.0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,0.0,1,0.125,0,1,1.0,1,0,0,0
30.0,177.0,30.0,5.8,2.3,664.0,2.32262569832402,14.8,0.995215311004785,0.0,1.0,1.0,0.129,197.3,208.0,0,0,1,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,1,0,1.0,1,0,0,0
33.0,117.0,20.0,5.8,11.3,1327.0,3.70670391061453,0.3,0.55586592178771,0.0,1.0,1.0,1.89,317.0,204.0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1,0.0,1,0,0.0,0,1,0,0
47.0,106.0,13.0,5.8,9.8,664.0,2.32262569832402,1.1,0.857777777777778,0.0,1.0,1.0,3.63,374.0,193.0,0,0,1,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,1.0,1,0,0,0
53.0,149.0,8.0,1.74,4.02,329.0,1.30555555555556,2.35,0.962566844919786,0.0,1.0,1.0,1.89,317.0,180.0,0,0,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,1.0,0,0,0,0
64.0,124.0,13.0,10.4,11.3,656.0,2.91555555555556,0.91,0.83,0.0,1.0,1.0,1.89,317.0,166.0,0,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0.0,1,0,1.0,1,0,0,0
29.0,336.0,20.0,5.8,9.8,664.0,2.32262569832402,12.65,0.654761904761905,0.0,1.0,1.0,0.21,192.0,165.0,0,0,0,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0.0,0,1,0.0,1,1,0,0
48.0,145.0,10.0,5.8,9.8,664.0,2.32262569832402,1.5,0.780748663101604,0.0,1.0,1.0,0.784,304.3,146.0,0,0,1,0,0,1,0,0,0.4623430962343096,1.0,0.0,0.0,0.0,0,1,0,1,1.0,1,0.0,0,0,1.0,0,0,0,0
52.0,144.0,12.0,5.8,9.8,664.0,2.32262569832402,1.06,0.608888888888889,0.0,1.0,1.0,0.13,200.7,137.0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0.0,0,0,1.0,0,0,0,0
45.0,34.0,14.0,2.1,4.7,215.0,1.02870813,0.55,0.602040816326531,0.0,1.0,1.0,1.89,317.0,118.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0.0,1,0.125,0,0,0.0,0,0,1,0
45.0,14.0,25.0,5.8,1.39,664.0,2.32262569832402,1.2,0.456349206349206,0.0,1.0,1.0,1.89,317.0,115.0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,0,0.125,0,0,0.0,0,1,0,0
55.0,79.0,9.0,2.82,4.96,734.0,2.91269841269841,0.56,0.497777777777778,0.0,1.0,1.0,3.7,428.0,112.0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,1.0,1,0,1.0,0,1,0,0
39.0,202.0,25.0,5.8,16.5,468.0,1.647887323943662,0.17,0.49,0.0,1.0,1.0,0.7,240.0,98.0,0,0,0,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0.0,0,1,1.0,0,0,0,0
65.0,99.0,20.0,1.1,1.5,278.0,1.36274509803922,1.04,0.37,0.0,1.0,1.0,1.89,317.0,74.0,0,0,1,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,1,0.0,1,0,0.0,0,1,0,0
59.0,126.0,17.0,18.6,24.0,612.0,2.72,0.82,0.34,0.0,1.0,1.0,1.89,317.0,68.0,0,1,1,1,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0,0.0,1,0,0.0,0,0,0,0
46.0,140.0,7.5,5.8,3.3,593.1,2.35357142857143,16.7,0.915,0.0,1.5,1.0,1.89,317.0,183.0,0,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.125,1,0,1.0,1,1,0,0
39.0,145.0,23.0,5.8,5.6,1075.0,3.00279329608939,12.67,0.638888888888889,0.0,0.5,0.5,0.74,289.0,161.0,0,0,0,1,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,1,0.0,0,1,1.0,1,0,0,0
36.0,94.0,24.0,5.8,9.8,664.0,2.32262569832402,2.93,1.01913875598086,0.0,4.0,0.0,3.3,719.0,213.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0.0,1,0.0,0,1,1.0,1,0,0,0
48.0,68.0,20.0,50.0,50.0,981.0,3.89285714285714,1.9,0.798387096774194,0.0,2.5,0.0,13.6,650.0,198.0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0.0,1,0.0,0,0,1.0,0,1,0,0
45.0,116.0,11.0,5.8,9.43,528.0,1.85915492957746,1.72,0.75,0.0,2.5,0.0,1.89,317.0,186.0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,1.0,0,0.0,0,0,1.0,0,1,0,0
39.0,92.0,14.6,5.8,1.04,534.0,1.880281690140845,3.12,0.647959183673469,0.0,2.5,0.0,1.89,317.0,127.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0.0,1,0.0,0,0,0.0,0,0,0,0
43.0,8.0,9.0,15.4,23.0,576.0,2.75598086124402,7.28,1.47846889952153,0.0,2.0,0.0,0.8,174.0,309.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0.0,1,0.0,0,0,1.0,0,0,0,0
41.0,48.0,30.0,1.94,4.4,353.0,1.688995215311,0.49,0.816901408450704,0.0,2.0,0.0,1.89,317.0,232.0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,1,0.125,1,0,1.0,0,1,0,0
54.0,8.0,9.4,5.49,6.39,742.0,2.99193548,0.44,0.73,0.0,2.0,0.0,1.89,317.0,146.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0.0,1,1.0,0,0,0.0,0,1,0,0
55.0,40.0,15.0,7.1,7.5,804.0,3.19047619047619,0.74,0.655,0.0,2.0,0.0,1.89,317.0,131.0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0.0,0,0.0,0,0,0.0,0,0,0,0
27.0,60.0,44.0,50.0,40.0,675.0,1.8854748603352,30.0,2.55027932960894,0.0,1.5,0.0,18.8,840.0,772.0,0,0,0,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,1.0,1,1.0,0,1,1.0,1,1,0,0
59.0,36.0,20.0,5.8,5.0,653.0,2.902222222222222,3.5,3.085,0.0,1.5,0.0,1.89,317.0,617.0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,1,0,1.0,1,1,0,0
30.0,75.0,20.0,50.0,50.0,1082.0,3.02234636871508,0.72,1.02489626556017,0.0,1.5,0.0,1.89,317.0,247.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0.0,1,0.125,1,0,1.0,1,1,0,0
52.0,50.0,15.0,12.2,14.7,849.0,3.36904761904762,0.99,0.791111111111111,0.0,1.5,0.0,0.5,290.0,205.0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
57.0,138.0,10.0,0.44,1.9,399.7,1.77644444444444,0.63,0.906666666666667,0.0,1.5,0.0,1.89,317.0,204.0,0,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,1,0.125,0,0,1.0,0,0,0,0
23.0,58.0,24.0,2.9,5.7,418.0,1.16759776536313,0.5,0.35195530726257,0.0,1.5,0.0,0.41,86.2,189.0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,1,0.0,0,0,1.0,0,0,0,0
39.0,113.0,16.0,2.8,2.36,984.7,3.98663967611336,0.45,0.841836734693878,0.0,1.5,0.0,5.07,110.0,165.0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,1.0,0,0,1.0,1,0,0,0
62.0,53.0,15.0,22.0,21.6,783.0,3.48,0.73,0.607305936073059,0.0,1.5,0.0,4.8,351.0,133.0,0,1,0,1,0,1,1,0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,1,0.0,0,0,1.0,0,1,0,0
54.0,108.0,9.0,2.2,1.93,546.0,2.29411764705882,0.78,0.684491978609626,0.0,1.5,0.0,1.66,399.0,128.0,0,0,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0.0,1,0.0,0,0,0.0,0,1,0,0
53.0,106.0,16.0,1.1,1.6,419.0,1.66269841269841,1.26,0.6524064171123,0.0,1.5,0.0,1.89,317.0,122.0,0,0,1,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,1.0,1,1,0,0
40.0,82.0,30.0,5.8,9.8,664.0,2.32262569832402,1.4,1.42063492063492,0.0,1.1,0.0,4.6,1121.0,358.0,0,0,1,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.0,1,1,1.0,1,0,0,0
38.0,36.0,24.0,5.8,32.0,721.0,2.538732394366197,9.81,2.1866028708134,0.0,1.0,0.0,3.5,165.0,457.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,1,0,0
30.0,18.0,15.0,26.5,33.3,1415.0,3.95251396648045,0.1,0.779329608938548,0.0,1.0,0.0,3.2,783.0,279.0,0,0,1,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0.0,1,0.0,0,0,0.0,0,0,0,0
27.0,145.0,11.0,5.8,9.8,664.0,2.32262569832402,0.93,1.13278008298755,0.0,1.0,0.0,1.89,317.0,273.0,0,0,0,1,0,1,0,0,0.4623430962343096,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,1,0,0
43.0,2.0,17.0,2.3,3.6,513.0,2.565,0.7,1.14832536,0.0,1.0,0.0,25.8,1062.0,240.0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0.0,1,0.125,0,0,1.0,0,0,0,0
34.0,86.0,10.7,3.2,3.78,867.0,2.42178770949721,0.11,0.792253521126761,0.0,1.0,0.0,1.89,317.0,225.0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1,0.125,1,0,0.0,0,0,0,0
21.0,204.0,19.0,5.8,9.8,664.0,2.32262569832402,2.55,0.921161825726141,0.0,1.0,0.0,3.6,634.0,222.0,0,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,0.0,1,0.0,0,0,1.0,0,0,0,0
38.0,156.0,10.0,3.6,4.2,1122.0,3.95070422535211,0.602,1.0765306122449,0.0,1.0,0.0,0.2,90.6,211.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,1,0,1.0,0,1,0,0
49.0,94.0,20.0,2.9,4.0,1035.0,4.22448979591837,15.0,1.045,0.0,1.0,0.0,20.0,1600.0,209.0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,0.0,1,0.0,1,1,1.0,1,1,0,0
36.0,135.0,16.0,5.8,1.01,929.0,2.59497206703911,0.58,1.04591836734694,0.0,1.0,0.0,1.89,317.0,205.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,0
40.0,43.0,26.0,5.8,13.9,534.0,1.880281690140845,1.04,0.9117647058823528,0.0,1.0,0.0,1.89,317.0,186.0,0,1,0,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,1,0,1.0,0,1,0,0
40.0,99.0,14.0,5.8,57.0,840.0,2.95774647887324,0.26,0.702380952380952,0.0,1.0,0.0,1.89,317.0,177.0,0,1,0,1,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0,0,1,1,1.0,1,0.125,1,0,1.0,0,0,0,0
37.0,98.0,10.0,10.3,12.1,1600.0,4.46927374301676,0.25,0.897959183673469,0.0,1.0,0.0,2.2,137.0,176.0,0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,1,0.0,1,0,0.0,0,0,0,0
29.0,144.0,17.0,5.8,9.8,777.0,2.17039106145251,1.71,0.789473684210526,0.0,1.0,0.0,0.9,70.0,165.0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,0
35.0,72.0,17.0,5.8,8.44,664.0,1.8547486033519556,0.11,0.545774647887324,0.0,1.0,0.0,1.6,159.0,155.0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,1,0.0,1,0,0.0,0,1,0,0
55.0,20.0,7.0,1.48,2.24,261.0,1.03571428571429,0.45,0.68,0.0,1.0,0.0,1.89,317.0,153.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1.0,1,0.0,1,0,0.0,0,0,0,0
52.0,102.0,25.0,12.6,30.5,900.0,3.57142857142857,1.97,0.802139037433155,0.0,1.0,0.0,1.89,317.0,150.0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.0,0,0.0,1,0,1.0,1,0,0,0
44.0,101.0,4.0,0.51,1.05,367.0,1.45634920634921,1.31,0.600806451612903,0.0,1.0,0.0,7.22,1404.0,149.0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0.0,1,1.0,0,0,0.0,0,0,0,0
51.0,72.0,16.0,1.95,4.4,429.0,1.70238095238095,1.1,0.797619047619048,0.0,1.0,0.0,1.89,317.0,149.0,0,0,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0.0,0,0.0,1,0,0.0,0,0,0,0
57.0,85.0,11.0,0.7,2.07,413.0,1.83555555555556,1.98,0.780748663101604,0.0,1.0,0.0,2.2,572.0,146.0,0,0,0,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,1.0,1,0.0,0,0,0.0,0,0,0,0
51.0,96.0,9.5,2.9,3.1,843.0,3.3452380952381,0.307,0.573333333333333,0.0,1.0,0.0,11.4,920.0,129.0,0,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0.0,1,0.0,1,0,0.0,0,0,0,0
22.0,40.0,12.0,18.0,36.0,1186.0,3.31284916201117,1.33,0.232774674115456,0.0,1.0,0.0,2.38,1245.0,125.0,0,0,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.0,0,0,1,1,0.0,1,0.0,0,0,1.0,0,0,0,0
27.0,120.0,23.0,6.6,2.3,437.0,1.22067039106145,2.3,0.284916201117318,0.0,1.0,0.0,1.89,317.0,102.0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,0.0,0,0,0,0
50.0,24.0,12.0,6.98,4.73,632.7,2.51071428,1.4,0.403225806451613,0.0,1.0,0.0,0.8,417.0,100.0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,0.0,1,0.0,0,0,1.0,0,0,0,0
33.0,145.0,13.0,5.8,9.8,664.0,2.32262569832402,2.14,0.433673469387755,0.0,1.0,0.0,1.89,317.0,85.0,0,0,0,1,0,0,0,0,0.4623430962343096,0.0,0.0,0.0,1.0,0,0,0,0,1.0,1,0.125,0,0,1.0,0,0,0,0
34.0,146.0,18.0,5.8,23.1,692.0,1.93,1.14,0.385474860335196,0.0,0.0,0.0,1.6,224.0,201.0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0
56.0,108.0,3.0,5.3,3.3,452.0,2.00888888888889,0.6,0.904109589041096,0.0,0.0,0.0,1.89,317.0,198.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0,0.0,1,0,1.0,0,0,0,0
55.0,115.0,13.0,3.1,5.6,871.0,3.45634920634921,1.41,1.01069518716578,0.0,0.0,0.0,0.5,252.6,189.0,0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,1,1.0,1,0,1.0,0,0,0,0
28.0,66.0,9.4,18.6,34.7,366.0,1.02234636871508,3.67,0.699186991869919,0.0,0.0,0.0,1.89,317.0,172.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0
37.0,123.0,28.0,5.8,80.0,833.0,2.933098591549296,1.32,0.51984126984127,0.0,0.0,0.0,0.7,115.0,131.0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1.0,1,0.0,0,0,1.0,1,1,0,0
55.0,130.0,23.0,4.09,37.6,373.0,1.48015873015873,4.83,0.82,0.0,0.0,0.0,1.89,317.0,122.0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,1.0,1,0.0,1,0,1.0,0,0,0,0
52.0,121.0,9.0,0.6,1.8,306.0,1.21428571428571,0.45,0.724444444444444,0.0,2.0,1.0,1.89,317.0,163.0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,1.0,0,0.0,0,0,0.0,0,0,0,0
41.0,37.0,33.0,8.72,17.5,1000.0,3.96825396825397,0.56,0.924603174603175,0.0,1.5,1.0,3.8,403.0,261.0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0.0,1,0.0,0,0,1.0,0,0,0,0
54.0,72.0,12.0,5.8,0.22,290.0,1.15079365079365,3.8,0.74666666666667,0.0,1.0,1.0,3.02,195.0,168.0,0,0,0,1,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1.0,0,0.0,1,0,0.0,0,0,0,0
49.0,71.0,8.0,1.11,2.37,188.0,0.746031746031746,0.16,0.47,0.0,1.0,1.0,10.0,317.0,94.0,0,0,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0.0,1,0.0,0,0,0.0,0,1,0,0
57.0,259.0,22.0,18.5,20.7,1168.0,5.19111111111111,2.79,0.405,0.0,1.0,1.0,1.89,317.0,81.0,0,0,1,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.125,1,0,1.0,1,1,0,0
28.0,169.0,16.0,5.8,9.8,664.0,2.32262569832402,14.0,1.06222222222222,0.0,1.5,1.0,1.19,281.0,239.0,0,1,0,0,1,1,0,0,0.4623430962343096,0.0,0.0,0.0,1.0,0,0,0,0,0.0,1,1.0,0,0,1.0,1,0,0,1
25.0,59.0,40.0,5.8,9.8,664.0,2.32262569832402,2.4,0.547486033519553,0.0,1.5,1.0,1.89,317.0,196.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,1.0,1,0.125,0,1,1.0,1,0,0,0
38.0,112.0,15.0,5.8,16.3,1339.0,5.271653543307087,0.08,0.775510204081633,0.0,1.5,1.0,2.3,676.0,152.0,0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,0.0,1,0.0,0,0,1.0,0,1,0,0
30.0,269.0,15.0,5.8,21.6,664.0,2.32262569832402,0.79,0.560483870967742,0.0,1.5,1.0,1.89,317.0,139.0,0,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,1,1.0,1,0,0,0
44.0,203.0,26.0,5.8,32.0,1024.0,3.6056338028169,0.2,0.528888888888889,0.0,1.5,1.0,0.12,231.0,119.0,0,1,1,1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0.0,0,0.0,0,1,1.0,0,0,0,0
46.0,228.0,40.0,17.2,19.6,460.0,1.82539682539683,0.7,0.471111111111111,0.0,1.5,1.0,0.36,130.0,101.0,0,0,0,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,1,0,0.0,0,0,0,0
39.0,156.0,25.0,5.8,9.8,664.0,2.32262569832402,0.65,0.410958904109589,0.0,1.5,1.0,1.7,456.0,90.0,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,1.0,0,0,0.0,0,0,0,0
50.0,0.0,40.0,5.8,40.0,664.0,2.32262569832402,1.22,0.779329608938548,0.0,1.5,1.0,30.8,1680.0,183.0,0,0,0,1,0,0,1,0,1.0,0.3917710196779964,0.2432915921288014,0.2415026833631484,0.1234347048300536,0,0,0,0,1.0,1,0.125,0,0,0.5853242320819113,0,0,0,0
30.0,0.0,22.0,5.8,9.8,664.0,2.32262569832402,2.6,0.779329608938548,0.0,1.5,1.0,0.726,145.0,183.0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,0
8.0,5.0,25.0,5.8,40.0,664.0,2.32262569832402,40.0,0.779329608938548,0.0,1.5,1.0,1.89,317.0,183.0,0,0,0,0,0,1,0,0,0.0,0.3917710196779964,0.2432915921288014,0.2415026833631484,0.1234347048300536,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,0
40.0,40.0,16.0,5.8,9.8,664.0,2.32262569832402,1.2,0.326815642458101,0.05,3.0,3.5,1.89,317.0,117.0,0,0,0,0,0,0,0,0,0.4623430962343096,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0.0,0,0,0.0,0,0,0,0
24.0,108.0,24.0,3.0,5.0,511.0,1.42737430167598,3.5,0.784916201117318,0.05,6.0,2.5,1.04,221.0,281.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0,0.0,1,0,0.0,0,0,0,0
28.0,132.0,30.0,5.8,9.8,664.0,2.32262569832402,1.45,0.614525139664804,0.05,6.5,2.0,0.3,123.0,220.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,1,1.0,1,1,0,0
30.0,17.0,16.0,5.8,9.8,189.0,0.52793296,0.25,0.55307263,0.05,1.0,1.0,0.12,79.0,198.0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,1,0,0.0,0,0,0,0
40.0,69.0,10.0,5.8,24.0,1043.0,3.67253521126761,0.83,0.739795918367347,0.05,1.0,1.0,4.0,600.0,145.0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.125,0,0,0.0,0,0,0,0
44.0,117.0,20.0,11.4,16.2,1000.0,3.44827586206897,0.55,1.00806451612903,0.05,3.5,0.0,1.89,317.0,250.0,0,1,0,1,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,1,0.0,0,0,1.0,1,0,0,0
30.0,44.0,27.0,8.0,17.0,739.0,2.064245810055866,0.12,0.817073170731707,0.05,3.0,0.0,1.89,317.0,201.0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,1,0,0
26.0,46.0,16.0,5.8,20.4,704.0,1.96648044692737,3.36,0.743016759776536,0.05,2.0,0.0,1.14,317.0,399.0,0,0,0,0,0,1,0,0,0.4623430962343096,1.0,0.0,0.0,0.0,0,0,0,0,1.0,1,0.0,0,0,1.0,0,1,0,0
42.0,105.0,16.0,5.86,7.7,733.3,2.58204225352113,3.42,0.950704225352113,0.05,1.5,0.0,1.45,251.0,270.0,0,0,0,0,0,0,0,0,0.4623430962343096,0.0,1.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,0.0,0,0,0,0
25.0,91.0,14.0,13.1,14.6,1100.0,4.45344129554656,0.56,1.29674796747967,0.05,1.0,0.0,3.4,270.0,319.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0.0,1,0.0,0,0,1.0,0,1,0,0
30.0,18.0,6.0,2.57,13.41,903.9,3.674390243902439,19.1,0.861788617886179,0.05,1.0,0.0,3.67,283.0,212.0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,1,1.0,1,0,1.0,0,1,0,0
49.0,98.0,16.0,1.7,2.2,1028.0,4.07936507936508,0.77,0.64,0.05,1.0,0.0,1.89,317.0,128.0,0,1,0,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,1,0,0.0,0,1,0,0
78.0,103.0,7.0,1.97,2.0,351.0,1.88709677419355,0.79,0.35913312693498,0.05,0.0,0.0,8.93,586.0,116.0,0,1,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0.0,1,0.0,1,0,0.0,0,0,0,0
49.0,25.0,16.0,5.8,9.8,664.0,2.32262569832402,0.7,0.81,0.05,1.5,0.0,0.79,217.0,162.0,0,0,0,0,0,0,1,0,0.4623430962343096,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,1.0,0,0,1.0,0,0,0,1
37.0,120.0,17.0,5.8,3.15,1018.0,2.84357541899441,0.39,0.76530612244898,0.05,4.0,1.0,4.1,308.0,150.0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,1.0,1,0,0,0
