col_oslnp,col_29p4d,col_4bzl7,col_g4elm,col_0l637,col_3zius,col_k7ayf,col_eph8l,col_9t29s,col_4gmox,col_l4kuj,col_lyhls,col_ky2iy,col_gkyng,col_q01lh,col_fe2jd,col_b0oll,col_dwe97,col_q9rrk,col_mkc8l,col_sxciu,col_ahvgp,col_2me64,col_eo0va,col_6v7c9,col_md150,col_grbeg,col_jleb4,col_hc7wj,col_eun3m,col_m74pu,col_ghi4z,col_y88mx,col_wv5nq,col_ur3w6,col_dyf88,col_i6wfm,col_riwps,col_rj5ld,col_be67j,col_0jjaa,target
39.0,150.0,10.0,6.58,6.58,4200.0,11.73,18.0,0.826612903225806,0.05,5.0,10.0,1.89,317.0,205.0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,1.0,0,0,1.0,1,0,0,0
37.0,146.0,11.0,5.8,9.8,664.0,2.32262569832402,4.6,0.665492957746479,0.05,1.5,10.0,18.8,600.0,189.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,0.0,1,1.0,0,0,0.0,0,1,0,0
25.0,135.0,18.7,17.9,20.5,1246.9,3.48296089385475,0.06,0.195020746887967,0.05,3.5,5.0,1.89,317.0,47.0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0.0,0,1,1.0,1,1,0,0
34.0,81.0,14.0,33.97,41.45,1600.0,5.21172638436482,0.59,0.545454545454545,0.05,3.0,4.5,1.89,317.0,114.0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,1,0,0
52.0,42.0,14.0,36.1,50.0,1103.0,4.37698412698413,0.239,0.76,0.05,3.5,3.5,1.89,317.0,152.0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0.0,0,0.0,0,0,0.0,0,0,0,0
32.0,288.0,7.0,1.3,1.7,493.0,1.73591549295775,0.81,0.825,0.05,1.5,3.5,1.89,317.0,165.0,0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1,0.0,0,0,0.0,0,1,0,0
25.0,46.0,15.0,11.2,28.0,674.0,1.88268156424581,1.16,0.921787709497207,0.05,2.0,3.0,1.89,317.0,306.0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0.125,0,0,0.0,0,1,0,0
57.0,168.0,45.0,5.8,10.4,666.0,2.96,2.01,0.68,0.05,3.5,2.5,3.45,604.0,136.0,0,0,0,1,0,1,1,0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,1,0.0,0,0,1.0,1,0,0,0
45.0,77.0,19.0,1.87,3.02,615.0,2.165492957746479,0.63,0.319354838709677,0.05,1.0,2.5,1.89,317.0,79.2,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0.0,1,0.0,1,0,0.0,0,0,0,0
43.0,121.0,12.0,2.9,5.3,449.0,1.58098591549296,2.74,0.80952380952381,0.05,2.5,2.0,0.22,268.0,245.3,0,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
30.0,175.0,20.0,9.4,40.0,1189.0,3.32122905027933,1.1,1.167464114832536,0.05,2.5,2.0,9.6,494.0,244.0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,1,1.0,1,0,1.0,0,0,0,0
33.0,100.0,16.0,22.2,24.6,959.0,3.882591093117409,2.41,0.822966507177033,0.05,2.5,2.0,1.89,317.0,172.0,0,0,0,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,1.0,0,1.0,0,0,1.0,0,1,0,0
29.0,150.0,30.0,5.8,40.0,704.0,1.96648044692737,1.42,0.526315789473684,0.05,2.0,2.0,1.89,317.0,110.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,1.0,1,0,0,0
60.0,99.0,18.0,5.7,14.2,299.0,1.4656862745098,2.73,0.470319634703196,0.05,2.0,2.0,1.3,317.0,103.0,0,1,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0.0,1,0,1.0,0,1,0,0
41.0,64.0,20.0,5.8,9.8,664.0,2.32262569832402,5.2,0.443661971830986,0.05,1.5,2.0,0.14,142.0,126.0,0,0,0,1,0,0,0,0,0.4623430962343096,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0,0.0,0,0,0.5853242320819113,0,0,0,0
60.0,51.0,8.0,3.6,4.9,521.0,2.31555555555556,2.26,0.638888888888889,0.05,2.5,1.5,0.5,296.0,161.0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.0,1,0.0,0,0,1.0,0,0,0,0
35.0,52.0,15.0,4.3,4.27,1177.0,3.2877094972067,1.22,0.638888888888889,0.05,2.0,1.5,0.24,306.0,206.0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,1.0,0,1,1.0,1,0,0,0
49.0,172.0,25.0,5.8,9.8,664.0,2.32262569832402,0.35,0.695187165775401,0.05,1.5,1.5,1.89,317.0,130.0,0,1,0,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0.0,0,1,1.0,0,0,0,0
28.0,51.0,20.0,19.2,29.3,1500.0,4.18994413407821,4.2,2.1340782122905,0.05,1.0,1.5,25.6,1354.0,764.0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,0.0,1,0.0,0,1,1.0,1,1,0,0
55.0,62.0,12.0,9.79,6.51,829.0,3.28968253968254,0.154,0.813333333333333,0.05,1.0,1.5,0.86,299.0,183.0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0.0,1,0.0,0,0,0.0,0,0,0,0
24.0,138.0,22.0,5.8,49.0,698.0,1.94972067039106,2.77,0.526970954356846,0.05,1.6,1.0,4.94,501.0,127.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,1.0,1,0.0,0,1,1.0,1,0,0,0
31.0,118.0,11.0,7.3,9.8,938.0,2.62011173184358,9.0,2.62011173184358,0.05,1.5,1.0,1.89,317.0,938.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0.0,1,0.125,0,0,1.0,0,0,0,0
32.0,43.0,23.7,5.8,8.0,1050.0,2.93296089385475,2.5,0.944718309859155,0.05,1.0,1.0,1.89,317.0,268.3,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,0.0,1,0.0,0,0,0.0,0,1,0,0
41.0,151.0,23.0,40.0,40.0,713.0,2.51056338028169,0.9,1.01209677419355,0.05,1.0,1.0,1.89,317.0,251.0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,0.0,1,0.125,1,0,1.0,1,0,0,0
37.0,124.0,6.0,5.8,1.48,403.2,1.41971830985915,1.1,0.802816901408451,0.05,1.0,1.0,29.6,255.0,228.0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,1,1,0.0,1,0.0,1,0,1.0,0,0,0,0
56.0,37.0,8.0,31.0,29.49,583.0,2.59111111111111,3.38,1.14973262032086,0.05,1.0,1.0,0.55,488.0,215.0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0.0,1,0.0,0,0,1.0,1,0,0,0
45.0,24.0,15.0,32.0,44.0,996.0,2.78212290502793,0.4,0.698412698412698,0.05,1.0,1.0,0.5,364.0,176.0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,1.0,1,0.0,1,0,0.0,0,0,0,0
37.0,168.0,22.0,14.2,16.8,678.0,2.387323943661972,1.35,0.685483870967742,0.05,1.0,1.0,1.89,317.0,170.0,0,0,0,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.125,0,0,1.0,0,0,0,0
37.0,168.0,30.0,7.94,8.28,526.0,1.852112676056338,2.1,0.592741935483871,0.05,1.0,1.0,1.89,317.0,147.0,0,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,1,0.0,1,0,1.0,0,0,0,0
33.0,12.0,15.0,5.8,9.8,664.0,2.32262569832402,1.19,0.391061452513966,0.05,1.0,1.0,1.89,317.0,140.0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
51.0,168.0,10.0,6.3,12.4,819.0,3.25,1.19,0.582222222222222,0.05,1.0,1.0,1.89,317.0,127.3,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0,0,1,1,0.0,1,0.125,1,0,0.0,0,0,0,0
36.0,180.0,20.0,3.95,6.62,833.0,2.3268156424581,2.25,0.443548387096774,0.05,1.0,1.0,6.0,317.0,110.0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,1,0.0,1,0,1.0,1,0,0,0
60.0,144.0,19.0,5.8,9.8,664.0,2.32262569832402,0.297,0.454611872146119,0.05,1.0,1.0,1.89,317.0,99.56,0,0,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.0,0,0,1,1,0.0,1,0.125,1,1,1.0,1,0,0,0
47.0,168.0,9.0,2.95,3.52,387.0,1.53571428571429,2.98,0.290909090909091,0.05,1.0,1.0,3.96,270.0,54.4,0,1,0,1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,1,0.0,1,1,1.0,0,1,0,0
23.0,240.0,31.0,74.0,40.0,706.0,1.97206703910615,0.21,0.827751196172249,0.05,0.0,1.0,0.128,412.0,173.0,0,0,0,1,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0.0,0,1,1.0,0,0,0,0
43.0,140.0,16.0,31.4,34.0,1260.0,4.436619718309859,1.77,0.735,0.05,1.0,0.1,7.74,738.0,147.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1.0,1,0.0,1,0,1.0,1,0,0,0
49.0,36.0,10.0,1.63,5.59,440.0,1.74603174603175,0.07,2.86507936507937,0.05,2.5,0.0,1.89,317.0,190.0,0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
37.0,52.0,18.0,8.0,7.8,658.0,2.316901408450704,1.16,0.975352112676056,0.05,2.0,0.0,1.89,317.0,277.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0.0,1,0.0,0,0,0.0,0,0,0,0
56.0,50.0,9.0,4.97,4.3,266.0,1.18222222222222,1.72,0.808888888888889,0.05,2.0,0.0,1.89,317.0,182.0,0,0,1,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0.0,1,0,1.0,0,0,0,0
47.0,120.0,25.0,5.8,9.8,664.0,2.32262569832402,0.25,0.31,0.05,2.0,0.0,1.89,317.0,62.0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,1,0,0
54.0,103.0,9.0,3.0,5.03,729.0,2.89285714,0.654,0.471111111111111,0.05,1.0,0.0,2.0,704.0,134.0,0,0,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0.0,1,1.0,0,0,1.0,0,0,0,0
26.0,131.0,19.0,19.7,59.0,959.0,2.67877094972067,0.35,0.332402234636872,0.05,1.0,0.0,6.0,356.0,119.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,1,0,0.0,0,0,0,0
27.0,65.0,23.0,6.7,2.3,437.0,1.22067039106145,2.3,0.284916201117318,0.05,1.0,0.0,1.89,317.0,102.0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0,0.0,1,0,0.0,0,0,0,0
27.0,216.0,28.0,5.8,9.8,664.0,2.32262569832402,3.1,0.720670391061453,0.05,2.5,1.0,9.5,351.7,258.0,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,1.0,0,0,0,0
42.0,156.0,16.0,5.8,9.8,664.0,2.32262569832402,1.41,0.865,0.05,2.5,1.0,8.1,766.0,173.0,0,1,1,1,0,0,1,0,0.4623430962343096,1.0,0.0,0.0,0.0,0,0,1,1,0.0,1,0.0,0,0,1.0,0,0,0,0
52.0,136.0,16.0,5.8,9.8,664.0,2.32262569832402,0.07,0.320855614973262,0.05,1.5,1.0,7.48,1135.0,60.0,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0,1,1,1,0.0,1,0.0,0,1,1.0,0,0,0,0
54.0,137.0,9.0,3.0,5.03,729.0,2.89285714285714,0.6,0.59555555555556,0.05,1.0,1.0,0.159,461.0,134.0,0,0,1,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,0.0,0,0,0,0
28.0,22.0,13.0,5.8,9.8,664.0,2.32262569832402,0.6,1.20111731843575,0.05,1.5,1.0,1.33,198.0,430.0,0,0,0,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,1,0.0,0,0,1.0,0,0,0,0
32.0,102.0,23.0,20.0,55.0,1064.0,2.97206703910615,13.7,0.952153110047847,0.05,1.5,1.0,1.89,317.0,199.0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,1,1,1.0,1,0,0,0
43.0,81.0,6.5,3.9,5.0,842.0,3.15355805243446,15.2,0.361224489795918,0.01,3.5,1.5,1.89,317.0,70.8,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1.0,0,0.0,0,0,1.0,1,0,0,0
36.0,60.0,30.0,40.0,26.8,614.0,2.16197183098592,0.42,0.703349282296651,0.0,2.5,7.5,0.28,132.6,147.0,0,0,0,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0.0,0,0,1.0,0,0,0,0
58.0,48.0,10.0,5.8,9.7,1558.0,6.92444444444444,3.1,1.30222222222222,0.0,1.0,5.0,5.57,1145.0,293.0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,1,0.125,1,0,1.0,1,0,0,0
51.0,48.0,9.0,4.5,11.47,755.0,2.996031746031746,0.57,1.12,0.0,4.5,4.5,0.91,199.0,224.0,0,0,0,1,0,1,1,1,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,1,0,0
49.0,44.0,20.0,10.5,14.2,593.0,2.3531746031746,0.9,0.705645161290323,0.0,4.5,4.5,1.5,418.0,175.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,0.0,0,1,0,0
54.0,53.0,12.0,6.0,8.0,461.0,1.82936507936508,1.28,0.71,0.0,3.0,4.0,0.86,129.0,142.0,0,0,0,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
30.0,156.0,11.0,5.8,16.1,668.0,1.8659217877095,1.29,1.66028708133971,0.0,7.0,3.8,4.3,1346.0,347.0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,1,0.0,1,0,1.0,0,0,0,0
43.0,60.0,26.0,7.3,11.5,618.0,2.176056338028169,2.36,0.5,0.0,4.0,3.5,1.89,317.0,142.0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
29.0,44.0,15.0,40.0,32.0,638.0,1.782122905027933,15.6,2.65853658536585,0.0,3.0,3.5,1.0,281.0,654.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,0
56.0,9.0,12.0,4.2,5.28,692.0,3.07555555555556,0.36,0.328,0.0,2.0,3.0,1.89,317.0,73.8,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0.0,1,0.0,0,0,0.0,0,0,0,0
42.0,66.0,33.0,2.68,4.1,384.0,1.07262569832402,3.85,0.795918367346939,0.0,1.5,3.0,17.0,767.0,156.0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,1,1,0.0,1,0.0,0,0,0.0,0,0,0,0
29.0,153.0,24.0,40.0,40.0,955.0,2.66759776536313,24.0,0.69377990430622,0.0,1.0,3.0,1.89,317.0,145.0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,1,1,0,0
48.0,133.0,8.4,5.8,9.8,664.0,2.32262569832402,0.08,0.325396825396825,0.0,1.5,2.9,0.13,104.0,82.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
48.0,132.0,20.0,3.13,5.25,691.0,2.74206349206349,0.29,0.706666666666667,0.0,2.0,2.6,1.89,425.0,183.0,0,1,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0.0,1,0.0,1,0,0.0,0,0,0,0
40.0,67.0,20.0,13.37,15.59,598.0,2.1056338028169,5.53,0.663265306122449,0.0,3.0,2.5,1.89,317.0,130.0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,1,0.125,0,0,0.0,0,1,0,0
47.0,108.0,8.0,4.75,5.4,942.0,4.48571428571429,2.5,1.04285714285714,0.0,2.5,2.5,13.7,506.0,219.0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0.0,1,0.0,0,0,1.0,0,1,0,0
48.0,66.0,15.0,3.24,3.72,390.0,1.54761904761905,1.46,0.681451612903226,0.0,2.5,2.5,1.89,317.0,169.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0,0.125,0,0,0.0,0,1,0,0
25.0,110.0,13.0,1.7,1.8,496.5,1.38687150837989,5.5,1.02032520325203,0.0,2.0,2.5,1.89,317.0,251.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,1,0.125,0,0,0.0,0,1,0,0
25.0,60.0,30.0,5.8,50.0,946.0,2.64245810055866,6.0,0.575418994413408,0.0,1.5,2.5,3.68,212.0,309.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,1,1.0,0,0,0.0,0,0,0,0
53.0,68.0,23.0,5.8,4.94,692.0,2.746031746031746,1.0,0.63,0.0,2.5,2.0,4.78,451.0,126.0,0,0,0,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,1,1.0,0,0,0.0,0,1,0,0
34.0,12.0,18.0,5.8,10.8,1045.0,2.91899441340782,1.36,0.692737430167598,0.0,2.0,2.0,1.89,317.0,248.0,0,0,0,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,0.5853242320819113,0,0,0,0
37.0,108.0,35.0,5.8,26.0,712.0,1.98882681564246,1.22,0.631843575418994,0.0,1.5,2.0,3.7,480.0,292.6,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,1.0,1,0,0,0
54.0,104.0,16.0,5.8,1.5,743.0,3.538095238095238,0.07,0.875555555555556,0.0,1.5,2.0,1.89,317.0,151.0,0,0,1,0,0,1,1,0,0.4623430962343096,0.0,1.0,0.0,0.0,0,1,0,0,0.0,0,0.125,0,0,0.0,0,0,0,0
34.0,75.0,25.0,5.8,44.18,664.0,2.32262569832402,0.38,0.866028708133971,0.0,3.5,1.5,1.89,317.0,181.0,0,0,0,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,0
24.0,143.0,20.0,12.0,48.0,1250.0,3.49162011173184,12.6,0.593360995850622,0.0,2.5,1.5,7.28,309.0,143.0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,1,1.0,1,1,0,0
40.0,128.0,15.0,5.8,9.8,572.0,1.59776536312849,0.2,0.734126984126984,0.0,2.0,1.5,2.95,464.0,185.0,0,0,0,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0.0,1,0.0,0,1,1.0,0,0,0,0
39.0,317.0,25.0,5.8,2.89,727.0,2.88492063492063,2.89,0.99206,0.0,1.5,1.5,0.1,187.0,250.0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,1
41.0,149.0,15.0,5.8,40.0,1364.0,4.802816901408451,0.34,0.778225806451613,0.0,1.5,1.5,1.89,317.0,193.0,0,0,0,1,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.0,0,0,1.0,0,1,0,0
31.0,67.0,15.0,28.1,43.2,707.0,1.97486033519553,3.13,0.756983240223464,0.0,1.0,1.5,3.3,520.0,271.0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,1.0,1,0.0,0,0,1.0,1,0,0,0
48.0,76.0,15.0,2.2,1.75,907.0,3.59920634920635,0.136,0.848412698412699,0.0,1.0,1.5,16.3,580.0,213.8,0,0,0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,1,0.125,0,0,0.0,0,0,0,0
35.0,159.0,4.0,1.1,2.23,274.0,0.76536312849162,0.19,0.586734693877551,0.0,1.0,1.5,1.89,317.0,115.0,0,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
26.0,186.0,27.0,5.8,4.6,365.0,1.0195530726257,21.7,1.89952153110048,0.0,5.0,1.0,1.89,670.0,397.0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1.0,1,0.0,0,1,1.0,1,0,0,0
28.0,6.0,60.0,2.89,2.89,524.4,1.46480446,0.387,0.57541899,0.0,3.0,1.0,0.27,153.0,206.2,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0.0,1,0,0.0,0,0,0,0
51.0,9.0,19.0,10.1,8.39,1203.0,5.92610837,0.09,0.826612903225806,0.0,3.0,1.0,8.11,652.0,205.0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,1,1.0,0,0,0.0,0,0,0,0
26.0,151.0,25.0,40.0,40.0,1600.0,4.46927374301676,10.7,1.11203319502075,0.0,2.5,1.0,1.89,317.0,268.0,0,0,0,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1.0,0,0.0,1,1,1.0,1,1,0,0
28.0,25.0,38.0,17.0,29.0,1050.0,2.93296089385475,1.41,0.564245810055866,0.0,2.5,1.0,1.89,317.0,202.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1.0,0,0.0,1,0,1.0,0,0,0,0
44.0,93.0,20.0,2.5,3.6,526.0,1.46927374301676,1.12,0.71031746031746,0.0,2.5,1.0,0.34,227.0,180.0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
48.0,183.0,16.0,5.8,9.8,664.0,2.32262569832402,0.29,0.914438502673797,0.0,2.5,1.0,3.17,134.0,171.0,0,0,0,1,0,0,1,0,0.4623430962343096,1.0,0.0,0.0,0.0,0,1,0,1,0.0,1,0.0,0,0,1.0,0,0,0,0
50.0,90.0,29.0,6.6,5.36,779.0,3.09126984126984,1.58,0.829896907216495,0.0,2.5,1.0,0.24,214.0,161.0,0,1,0,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,1,0,1.0,0,1,0,0
52.0,123.0,7.0,1.2,1.8,412.0,1.63492063492064,0.356,0.648888888888889,0.0,2.0,1.0,1.89,317.0,206.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1.0,0,1.0,0,0,0.0,0,0,0,0
56.0,85.0,16.0,5.8,9.8,664.0,2.32262569832402,0.11,0.768888888888889,0.0,2.0,1.0,4.46,291.0,173.0,0,0,1,0,0,1,1,0,0.4623430962343096,0.0,1.0,0.0,0.0,0,1,0,0,0.0,1,0.0,0,0,1.0,0,0,0,1
30.0,64.0,24.0,20.4,21.5,809.1,2.26005586592179,0.679,0.505586592178771,0.0,2.0,1.0,1.89,317.0,172.0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,1,0.0,1,0,1.0,0,0,0,0
31.0,72.0,20.0,5.8,26.4,645.0,1.80167597765363,0.91,0.77642276,0.0,2.0,1.0,0.29,255.0,160.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1.0,0,0.0,0,1,1.0,0,1,0,0
47.0,110.0,18.0,40.8,90.0,1024.0,4.06349206349206,1.87,0.63,0.0,2.0,1.0,1.89,317.0,126.0,0,0,0,1,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,0,0,0,0
40.0,57.0,13.0,8.4,8.9,646.9,1.80698324022346,0.65,0.290502793296089,0.0,2.0,1.0,0.275,600.0,124.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0
51.0,110.0,22.0,5.8,5.8,482.0,1.96734693877551,0.98,0.369047619047619,0.0,2.0,1.0,1.89,317.0,95.0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,1.0,1,0.125,1,0,0.0,0,1,0,0
48.0,14.0,19.0,40.0,39.0,571.0,2.26587301587302,8.6,1.64,0.0,1.5,1.0,1.89,317.0,369.0,1,1,0,1,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0,0.0,0,0,1.0,1,0,0,0
42.0,151.0,30.0,5.8,9.8,664.0,2.32262569832402,1.51,0.685483870967742,0.0,1.5,1.0,80.0,714.0,170.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,1.0,1,0.0,0,1,1.0,1,1,0,0
25.0,72.0,10.0,12.47,14.29,845.0,2.36033519553073,8.3,0.650406504065041,0.0,1.5,1.0,1.89,317.0,160.0,0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0,0.125,0,0,0.0,0,0,0,0
58.0,114.0,13.0,7.1,14.1,882.0,3.92,1.22,0.697777777777778,0.0,1.5,1.0,1.89,317.0,157.0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0,1.0,0,0,1.0,1,1,0,0
